Belknap	$219,200	$3,911	1.78%
Carroll	$227,300	$2,966	1.30%
Cheshire	$187,300	$4,949	2.64%
Coos	$122,000	$2,856	2.34%
Grafton	$214,100	$4,207	1.96%
Hillsborough	$248,500	$5,623	2.26%
Merrimack	$225,200	$5,291	2.35%
Rockingham	$288,300	$6,046	2.10%
Strafford	$214,000	$5,103	2.38%
Sullivan	$171,800	$4,479	2.61%
